名称,注释,processed_text,vector,vector_norm,score
试用,任用。,['任用'],"[-8.2426779e-03  9.2993546e-03 -1.9766092e-04 -1.9672764e-03
  4.6036304e-03 -4.0953159e-03  2.7431143e-03  6.9399667e-03
  6.0654259e-03 -7.5107943e-03  9.3823504e-03  4.6718083e-03
  3.9661205e-03 -6.2435055e-03  8.4599797e-03 -2.1501649e-03
  8.8251876e-03 -5.3620026e-03 -8.1294188e-03  6.8245591e-03
  1.6711927e-03 -2.1985089e-03  9.5136007e-03  9.4938548e-03
 -9.7740470e-03  2.5052286e-03  6.1566923e-03  3.8724565e-03
  2.0227872e-03  4.3050171e-04  6.7363144e-04 -3.8206363e-03
 -7.1402504e-03 -2.0888723e-03  3.9238976e-03  8.8186832e-03
  9.2591504e-03 -5.9759365e-03 -9.4026709e-03  9.7643770e-03
  3.4297847e-03  5.1661171e-03  6.2823449e-03 -2.8042626e-03
  7.3227035e-03  2.8302716e-03  2.8710044e-03 -2.3803699e-03
 -3.1282497e-03 -2.3701417e-03  4.2764368e-03  7.6057913e-05
 -9.5842788e-03 -9.6655441e-03 -6.1481940e-03 -1.2856961e-04
  1.9974159e-03  9.4319675e-03  5.5843508e-03 -4.2906962e-03
  2.7831673e-04  4.9643586e-03  7.6983096e-03 -1.1442233e-03
  4.3234206e-03 -5.8143795e-03 -8.0419064e-04  8.1000505e-03
 -2.3600650e-03 -9.6634552e-03  5.7792603e-03 -3.9298222e-03
 -1.2228728e-03  9.9805174e-03 -2.2563506e-03 -4.7570644e-03
 -5.3293873e-03  6.9808899e-03 -5.7088719e-03  2.1136629e-03
 -5.2556600e-03  6.1207139e-03  4.3573068e-03  2.6063549e-03
 -1.4910829e-03 -2.7460635e-03  8.9929365e-03  5.2157748e-03
 -2.1625196e-03 -9.4703101e-03 -7.4260519e-03 -1.0637414e-03
 -7.9494715e-04 -2.5629092e-03  9.6827205e-03 -4.5852066e-04
  5.8737611e-03 -7.4475873e-03 -2.5060738e-03 -5.5498634e-03]",0.058003042,9
督,武职，向宠曾为中部督（禁卫军统帅）。,['武职向宠曾为中部督禁卫军统帅'],"[-0.00713902  0.00124103 -0.00717672 -0.00224462  0.0037193   0.00583312
  0.00119818  0.00210273 -0.00411039  0.00722533 -0.00630704  0.00464722
 -0.00821997  0.00203647 -0.00497705 -0.00424769 -0.00310898  0.00565521
  0.0057984  -0.00497465  0.00077333 -0.00849578  0.00780981  0.00925729
 -0.00274233  0.00080022  0.00074665  0.00547788 -0.00860608  0.00058446
  0.00686942  0.00223159  0.00112468 -0.00932216  0.00848237 -0.00626413
 -0.00299237  0.00349379 -0.00077263  0.00141129  0.00178199 -0.0068289
 -0.00972481  0.00904058  0.00619805 -0.00691293  0.00340348  0.00020606
  0.00475375 -0.00711994  0.00402695  0.00434743  0.00995737 -0.00447374
 -0.00138926 -0.00731732 -0.00969783 -0.00908026 -0.00102275 -0.00650329
  0.00484973 -0.00616403  0.00251919  0.00073944 -0.00339215 -0.00097922
  0.00997913  0.00914589 -0.00446183  0.00908303 -0.00564176  0.00593092
 -0.00309722  0.00343175  0.00301723  0.00690046 -0.00237388  0.00877504
  0.00758943 -0.00954765 -0.00800821 -0.0076379   0.00292326 -0.00279472
 -0.00692952 -0.00812826  0.00830918  0.00199049 -0.00932802 -0.00479272
  0.00313674 -0.00471321  0.00528084 -0.00423344  0.0026418  -0.00804569
  0.00620989  0.00481889  0.00078719  0.00301345]",0.057813898,9
营,军营、军队。,['军营军队'],"[-8.7274825e-03  2.1301615e-03 -8.7354420e-04 -9.3190884e-03
 -9.4281426e-03 -1.4107180e-03  4.4324086e-03  3.7040710e-03
 -6.4986930e-03 -6.8730675e-03 -4.9994122e-03 -2.2868442e-03
 -7.2502876e-03 -9.6033178e-03 -2.7436293e-03 -8.3628409e-03
 -6.0388758e-03 -5.6709289e-03 -2.3441375e-03 -1.7069972e-03
 -8.9569986e-03 -7.3519943e-04  8.1525063e-03  7.6904297e-03
 -7.2061159e-03 -3.6668312e-03  3.1185520e-03 -9.5707225e-03
  1.4764392e-03  6.5244664e-03  5.7464195e-03 -8.7630618e-03
 -4.5171441e-03 -8.1401607e-03  4.5956374e-05  9.2636338e-03
  5.9733056e-03  5.0673080e-03  5.0610625e-03 -3.2429171e-03
  9.5521836e-03 -7.3564244e-03 -7.2703874e-03 -2.2653891e-03
 -7.7856064e-04 -3.2161034e-03 -5.9258583e-04  7.4888230e-03
 -6.9751858e-04 -1.6249407e-03  2.7443992e-03 -8.3591007e-03
  7.8558037e-03  8.5361041e-03 -9.5840869e-03  2.4462664e-03
  9.9049713e-03 -7.6658037e-03 -6.9669187e-03 -7.7365171e-03
  8.3959233e-03 -6.8133592e-04  9.1444086e-03 -8.1582209e-03
  3.7430846e-03  2.6350426e-03  7.4271322e-04  2.3276759e-03
 -7.4690939e-03 -9.3583735e-03  2.3545765e-03  6.1484552e-03
  7.9856887e-03  5.7358947e-03 -7.7733636e-04  8.3061643e-03
 -9.3363142e-03  3.4061326e-03  2.6675343e-04  3.8572443e-03
  7.3857834e-03 -6.7251669e-03  5.5844807e-03 -9.5222248e-03
 -8.0445886e-04 -8.6887367e-03 -5.0986730e-03  9.2892265e-03
 -1.8582619e-03  2.9144264e-03  9.0712793e-03  8.9381328e-03
 -8.2084350e-03 -3.0123137e-03  9.8866057e-03  5.1044310e-03
 -1.5880871e-03 -8.6920215e-03  2.9615164e-03 -6.6758976e-03]",0.06315628,9
优劣得所,好的差的各得其所。,['好的差的各得其所'],"[ 8.1681199e-03 -4.4430327e-03  8.9854337e-03  8.2536647e-03
 -4.4352221e-03  3.0310510e-04  4.2744912e-03 -3.9263200e-03
 -5.5599655e-03 -6.5123225e-03 -6.7073823e-04 -2.9592158e-04
  4.4630850e-03 -2.4740540e-03 -1.7260908e-04  2.4618758e-03
  4.8675989e-03 -3.0808449e-05 -6.3394094e-03 -9.2608072e-03
  2.6657581e-05  6.6618943e-03  1.4660227e-03 -8.9665223e-03
 -7.9386048e-03  6.5519023e-03 -3.7856805e-03  6.2549924e-03
 -6.6810320e-03  8.4796622e-03 -6.5163244e-03  3.2880199e-03
 -1.0569858e-03 -6.7875278e-03 -3.2875966e-03 -1.1614120e-03
 -5.4709399e-03 -1.2113475e-03 -7.5633135e-03  2.6466595e-03
  9.0701487e-03 -2.3772502e-03 -9.7651005e-04  3.5135616e-03
  8.6650876e-03 -5.9218528e-03 -6.8875779e-03 -2.9329848e-03
  9.1476962e-03  8.6626766e-04 -8.6784009e-03 -1.4469790e-03
  9.4794659e-03 -7.5494875e-03 -5.3580985e-03  9.3165627e-03
 -8.9737261e-03  3.8259076e-03  6.6544057e-04  6.6607012e-03
  8.3127534e-03 -2.8507852e-03 -3.9923131e-03  8.8979173e-03
  2.0896459e-03  6.2489416e-03 -9.4457148e-03  9.5901238e-03
 -1.3483083e-03 -6.0521150e-03  2.9925345e-03 -4.5661093e-04
  4.7064926e-03 -2.2830211e-03 -4.1378425e-03  2.2778988e-03
  8.3543835e-03 -4.9956059e-03  2.6686788e-03 -7.9905549e-03
 -6.7733466e-03 -4.6766878e-04 -8.7677278e-03  2.7894378e-03
  1.5985954e-03 -2.3196924e-03  5.0037908e-03  9.7487867e-03
  8.4542679e-03 -1.8802249e-03  2.0581519e-03 -4.0036892e-03
 -8.2414057e-03  6.2779556e-03 -1.9491815e-03 -6.6620467e-04
 -1.7713320e-03 -4.5356657e-03  4.0617096e-03 -4.2701806e-03]",0.056312572,9
倾颓,倾覆衰败。,['倾覆衰败'],"[-0.00515624 -0.00666834 -0.00777684  0.00831073 -0.00198234 -0.00685496
 -0.00415439  0.00514413 -0.00286914 -0.00374966  0.00162143 -0.00277629
 -0.00158436  0.00107449 -0.00297794  0.00851928  0.00391094 -0.00995886
  0.0062596  -0.00675425  0.00076943  0.00440423 -0.00510337 -0.00211067
  0.00809548 -0.00424379 -0.00763626  0.00925791 -0.0021555  -0.00471943
  0.0085708   0.00428334  0.00432484  0.00928451 -0.00845308  0.00525532
  0.00203935  0.00418828  0.0016979   0.00446413  0.00448629  0.00610452
 -0.0032021  -0.00457573 -0.00042652  0.00253373 -0.00326317  0.00605772
  0.00415413  0.00776459  0.00256927  0.00811668 -0.00138721  0.00807793
  0.00371702 -0.00804732 -0.00393361 -0.00247188  0.00489304 -0.00087216
 -0.00283091  0.00783371  0.0093229  -0.00161493 -0.00515925 -0.00470176
 -0.00484605 -0.00960283  0.00137202 -0.00422492  0.00252671  0.00561448
 -0.00406591 -0.00959658  0.0015467  -0.00670012  0.00249517 -0.00378063
  0.00707842  0.00064022  0.00356094 -0.00273913 -0.00171055  0.00765279
  0.00140768 -0.00585045 -0.0078345   0.00123269  0.00645463  0.00555635
 -0.00897705  0.00859216  0.00404698  0.00746961  0.00974633 -0.00728958
 -0.00903996  0.005836    0.00939121  0.00350693]",0.056518514,9
痛恨,痛惜，遗憾。,['痛惜遗憾'],"[ 7.0887972e-03 -1.5679300e-03  7.9474989e-03 -9.4886590e-03
 -8.0294991e-03 -6.6403709e-03 -4.0034545e-03  4.9892161e-03
 -3.8135587e-03 -8.3199050e-03  8.4117772e-03 -3.7470020e-03
  8.6086961e-03 -4.8957514e-03  3.9185942e-03  4.9220170e-03
  2.3926091e-03 -2.8188038e-03  2.8491246e-03 -8.2562361e-03
 -2.7655398e-03 -2.5911583e-03  7.2490061e-03 -3.4634031e-03
 -6.5997029e-03  4.3404270e-03 -4.7448516e-04 -3.5975564e-03
  6.8824720e-03  3.8723124e-03 -3.9002013e-03  7.7188847e-04
  9.1435025e-03  7.7546560e-03  6.3618720e-03  4.6673026e-03
  2.3844899e-03 -1.8416261e-03 -6.3712932e-03 -3.0181051e-04
 -1.5653884e-03 -5.7228567e-04 -6.2628710e-03  7.4340473e-03
 -6.5914928e-03 -7.2392775e-03 -2.7571463e-03 -1.5154004e-03
 -7.6357173e-03  6.9824100e-04 -5.3261113e-03 -1.2755442e-03
 -7.3651113e-03  1.9605684e-03  3.2731986e-03 -2.3138524e-05
 -5.4483581e-03 -1.7260861e-03  7.0849168e-03  3.7362587e-03
 -8.8810492e-03 -3.4135508e-03  2.3541022e-03  2.1380198e-03
 -9.4640078e-03  4.5711659e-03 -8.6569972e-03 -7.3870681e-03
  3.4831120e-03 -3.4709584e-03  3.5644709e-03  8.8940905e-03
 -3.5743224e-03  9.3204249e-03  1.7110384e-03  9.8477742e-03
  5.7050432e-03 -9.1494834e-03 -3.3277308e-03  6.5301750e-03
  5.6027793e-03  8.7055154e-03  6.9261026e-03  8.0388878e-03
 -9.8230084e-03  4.2988253e-03 -5.0300765e-03  3.5123860e-03
  6.0566878e-03  4.3921317e-03  7.5123594e-03  1.4977157e-03
 -1.2649416e-03  5.7684006e-03 -5.6395675e-03  3.8591625e-05
  9.4565870e-03 -5.4812501e-03  3.8142789e-03 -8.1130210e-03]",0.05724582,9
隆,兴盛。,['兴盛'],"[-1.9442164e-03 -5.2675214e-03  9.4471136e-03 -9.2987325e-03
  4.5039477e-03  5.4041781e-03 -1.4092624e-03  9.0070926e-03
  9.8853596e-03 -5.4750429e-03 -6.0210000e-03 -6.7469729e-03
 -7.8948820e-03 -3.0479168e-03 -5.5940272e-03 -8.3446801e-03
  7.8290224e-04  2.9946566e-03  6.4147436e-03 -2.6289499e-03
 -4.4534765e-03  1.2495709e-03  3.9146186e-04  8.1169987e-03
  1.8280029e-04  7.2315861e-03 -8.2645155e-03  8.4335366e-03
 -1.8889094e-03  8.7011540e-03 -7.6168370e-03  1.7963862e-03
  1.0564864e-03  4.6005251e-05 -5.1032533e-03 -9.2476979e-03
 -7.2642174e-03 -7.9511739e-03  1.9137275e-03  4.7846674e-04
 -1.8131376e-03  7.1201660e-03 -2.4756920e-03 -1.3473093e-03
 -8.9005642e-03 -9.9254129e-03  8.9493981e-03 -5.7539381e-03
 -6.3729975e-03  5.1994072e-03  6.6699935e-03 -6.8316413e-03
  9.5975993e-04 -6.0084737e-03  1.6473436e-03 -4.2892788e-03
 -3.4407973e-03  2.1856665e-03  8.6615775e-03  6.7281104e-03
 -9.6770572e-03 -5.6221043e-03  7.8803329e-03  1.9893574e-03
 -4.2560520e-03  5.9881213e-04  9.5209610e-03 -1.1027169e-03
 -9.4246380e-03  1.6084099e-03  6.2323548e-03  6.2823701e-03
  4.0916502e-03 -5.6502391e-03 -3.7069322e-04 -5.5317880e-05
  4.5717955e-03 -8.0415895e-03 -8.0183093e-03  2.6475071e-04
 -8.6082993e-03  5.8201565e-03 -4.1781188e-04  9.9711772e-03
 -5.3439774e-03 -4.8613906e-04  7.7567734e-03 -4.0679323e-03
 -5.0159004e-03  1.5900708e-03  2.6506938e-03 -2.5649595e-03
  6.4475285e-03 -7.6599526e-03  3.3935606e-03  4.8997044e-04
  8.7321829e-03  5.9827138e-03  6.8153618e-03  7.8225443e-03]",0.059115674,9
计日,计算着天数，指时日不远。,['计算着天数指时日不远'],"[-0.00950012  0.00956222 -0.00777076 -0.00264551 -0.00490641 -0.0049667
 -0.00802359 -0.00778358 -0.00455321 -0.00127536 -0.00510299  0.00614054
 -0.00951662 -0.0053071   0.00943715  0.00699133  0.00767582  0.00423474
  0.00050709 -0.00598114  0.00601878  0.00263503  0.00769943  0.00639384
  0.00794257  0.00865741 -0.00989575 -0.0067557   0.00133757  0.0064403
  0.00737382  0.00551698  0.00766163 -0.00512557  0.00658441 -0.00410837
 -0.00905534  0.00914168  0.0013314  -0.00275968 -0.00247784 -0.00422048
  0.00481234  0.00440022 -0.00265336 -0.00734188 -0.00356585 -0.00033661
  0.00609589 -0.00283734 -0.00012089  0.00087973 -0.00709565  0.002065
 -0.00143242  0.00280215  0.00484222 -0.00135202 -0.00278014  0.00773865
  0.0050456   0.00671352  0.00451564  0.00866716  0.00747497 -0.00108189
  0.00874764  0.00460172  0.00544063 -0.00138608 -0.00204132 -0.00442435
 -0.0085152   0.00303773  0.00888319  0.00891974 -0.00194235  0.00608616
  0.00377972 -0.00429597  0.00204292 -0.00543789  0.00820889  0.00543291
  0.00318443  0.00410257  0.00865715  0.00727203 -0.00083347 -0.00707277
  0.00838047  0.00723358  0.00173047 -0.00134749 -0.00589009 -0.00453309
  0.00864797 -0.00313511 -0.00633882  0.00987008]",0.05938061,9
布衣,平民；百姓。,['平民百姓'],"[ 7.6966463e-03  9.1206422e-03  1.1355019e-03 -8.3250795e-03
  8.4250160e-03 -3.6962307e-03  5.7421732e-03  4.3915794e-03
  9.6899448e-03 -9.2934975e-03  9.2084054e-03 -9.2815282e-03
 -6.9077122e-03 -9.1021946e-03 -5.5471100e-03  7.3688962e-03
  9.1644777e-03 -3.3253515e-03  3.7230505e-03 -3.6252034e-03
  7.8814710e-03  5.8668759e-03  2.0861626e-07 -3.6286747e-03
 -7.2243060e-03  4.7686161e-03  1.4529788e-03 -2.6131857e-03
  7.8378068e-03 -4.0496145e-03 -9.1489861e-03 -2.2554707e-03
  1.2514711e-04 -6.6392552e-03 -5.4866159e-03 -8.4997769e-03
  9.2298733e-03  7.4240281e-03 -2.9524326e-04  7.3676636e-03
  7.9507884e-03 -7.8357337e-04  6.6120909e-03  3.7675237e-03
  5.0768424e-03  7.2529912e-03 -4.7393893e-03 -2.1855331e-03
  8.7312341e-04  4.2362059e-03  3.3043313e-03  5.0958274e-03
  4.5864857e-03 -8.4385090e-03 -3.1838394e-03 -7.2367596e-03
  9.6814223e-03  5.0065992e-03  1.7084122e-04  4.1129780e-03
 -7.6561309e-03 -6.2946510e-03  3.0763936e-03  6.5346383e-03
  3.9498745e-03  6.0180221e-03 -1.9861318e-03 -3.3451295e-03
  2.0717025e-04 -3.1943608e-03 -5.5169044e-03 -7.7885604e-03
  6.5355431e-03 -1.0903371e-03 -1.8908798e-03 -7.8047751e-03
  9.3375733e-03  8.6814165e-04  1.7696369e-03  2.4916660e-03
 -7.3859929e-03  1.6388226e-03  2.9765631e-03 -8.5670296e-03
  4.9558021e-03  2.4334085e-03  7.4979127e-03  5.0442982e-03
 -3.0317164e-03 -7.1629370e-03  7.0962133e-03  1.9015349e-03
  5.1992359e-03  6.3811089e-03  1.9122792e-03 -6.1276113e-03
 -6.2966346e-06  8.2682976e-03 -6.0985480e-03  9.4382809e-03]",0.059225515,9
躬,亲自；耕：耕种。,['亲自耕耕种'],"[-7.1909428e-03  4.2328904e-03  2.1633946e-03  7.4407146e-03
 -4.8892652e-03 -4.5643463e-03 -6.0981740e-03  3.2993674e-03
 -4.4994629e-03  8.5228849e-03 -4.2888271e-03 -9.1054197e-03
 -4.8163556e-03  6.4164903e-03 -6.3713240e-03 -5.2615367e-03
 -7.3044109e-03  6.0222615e-03  3.3575939e-03  2.8483903e-03
 -3.1385506e-03  6.0308911e-03 -6.1527453e-03 -1.9801008e-03
 -5.9830821e-03 -9.9568011e-04 -2.0209861e-03  8.4859459e-03
  7.8001023e-05 -8.5753258e-03 -5.4290984e-03 -6.8759858e-03
  2.6923812e-03  9.4566476e-03 -5.8159959e-03  8.2650259e-03
  8.5320519e-03 -7.0626391e-03 -8.8832127e-03  9.4691841e-03
  8.3743641e-03 -4.6908916e-03 -6.7260410e-03  7.8421365e-03
  3.7633455e-03  8.0955038e-03 -7.5715459e-03 -9.5250849e-03
  1.5774060e-03 -9.8057678e-03 -4.8858845e-03 -3.4601032e-03
  9.6209226e-03  8.6235693e-03 -2.8356076e-03  5.8268728e-03
  8.2370946e-03 -2.2629809e-03  9.5285419e-03  7.1602152e-03
  2.0415008e-03 -3.8487636e-03 -5.0817500e-03 -3.0516528e-03
  7.8878645e-03 -6.1904346e-03 -2.9150224e-03  9.1910223e-03
  3.4566557e-03  6.0726120e-03 -8.0328165e-03 -7.5150491e-04
  5.5224476e-03 -4.7144685e-03  7.4784933e-03  9.3195913e-03
 -4.0936828e-04 -2.0636010e-03 -5.9335830e-04 -5.7858895e-03
 -8.3862813e-03 -1.5068734e-03 -2.5571836e-03  4.3824338e-03
 -6.8675173e-03  5.4136957e-03 -6.7450856e-03 -7.8202896e-03
  8.4717115e-03  8.9186141e-03 -3.4812402e-03  3.4914147e-03
 -5.7957349e-03 -8.7500857e-03 -5.5155717e-03  6.7487289e-03
  6.4177597e-03  9.4380733e-03  7.0552849e-03  6.7549525e-03]",0.06283972,9
南阳,东汉郡名，辖境包括今河南南部和湖北北部一带，诸葛亮隐居地隆中当时属南阳郡。22,['东汉郡名辖境包括今河南南部和湖北北部一带诸葛亮隐居地隆中当时属南阳郡22'],"[-8.6196875e-03  3.6657380e-03  5.1898835e-03  5.7419385e-03
  7.4669183e-03 -6.1676754e-03  1.1056137e-03  6.0472824e-03
 -2.8400505e-03 -6.1735227e-03 -4.1022300e-04 -8.3689485e-03
 -5.6000124e-03  7.1045388e-03  3.3525396e-03  7.2256695e-03
  6.8002474e-03  7.5307419e-03 -3.7891543e-03 -5.6180597e-04
  2.3483764e-03 -4.5190323e-03  8.3887316e-03 -9.8581640e-03
  6.7646410e-03  2.9144168e-03 -4.9328315e-03  4.3981876e-03
 -1.7395747e-03  6.7113843e-03  9.9648498e-03 -4.3624435e-03
 -5.9933780e-04 -5.6956373e-03  3.8508223e-03  2.7866268e-03
  6.8910765e-03  6.1010956e-03  9.5384968e-03  9.2734173e-03
  7.8980681e-03 -6.9895042e-03 -9.1558648e-03 -3.5575271e-04
 -3.0998408e-03  7.8943167e-03  5.9385742e-03 -1.5456629e-03
  1.5109634e-03  1.7900408e-03  7.8175711e-03 -9.5101865e-03
 -2.0553112e-04  3.4691966e-03 -9.3897223e-04  8.3817719e-03
  9.0107834e-03  6.5365066e-03 -7.1162102e-04  7.7104042e-03
 -8.5343346e-03  3.2071066e-03 -4.6379971e-03 -5.0889552e-03
  3.5896183e-03  5.3703394e-03  7.7695143e-03 -5.7665063e-03
  7.4333609e-03  6.6254963e-03 -3.7098003e-03 -8.7456414e-03
  5.4374672e-03  6.5097557e-03 -7.8755023e-04 -6.7098560e-03
 -7.0859254e-03 -2.4970602e-03  5.1432536e-03 -3.6652375e-03
 -9.3700597e-03  3.8267397e-03  4.8844791e-03 -6.4285635e-03
  1.2085581e-03 -2.0748770e-03  2.4403334e-05 -9.8835090e-03
  2.6920044e-03 -4.7501065e-03  1.0876465e-03 -1.5762246e-03
  2.1966731e-03 -7.8815762e-03 -2.7171839e-03  2.6631986e-03
  5.3466819e-03 -2.3915148e-03 -9.5100943e-03  4.5058788e-03]",0.057987563,9
苟,苟且；全：保全。,['苟且全保全'],"[ 1.30016683e-03 -9.80430283e-03  4.58776252e-03 -5.38222783e-04
  6.33209571e-03  1.78347470e-03 -3.12979822e-03  7.75997294e-03
  1.55466562e-03  5.52093989e-05 -4.61295387e-03 -8.45352374e-03
 -7.76683213e-03  8.67050979e-03 -8.92496016e-03  9.03471559e-03
 -9.28101782e-03 -2.76756298e-04 -1.90704700e-03 -8.93114600e-03
  8.63005966e-03  6.77781366e-03  3.01943906e-03  4.83345287e-03
  1.12190246e-04  9.42468084e-03  7.02128746e-03 -9.85372625e-03
 -4.43322072e-03 -1.29011157e-03  3.04772262e-03 -4.32395237e-03
  1.44916656e-03 -7.84589909e-03  2.77807354e-03  4.70269192e-03
  4.93731257e-03 -3.17570218e-03 -8.42704065e-03 -9.22061782e-03
 -7.22899451e-04 -7.32746487e-03 -6.81496272e-03  6.12000562e-03
  7.17230327e-03  2.11741915e-03 -7.89940078e-03 -5.69898821e-03
  8.05184525e-03  3.92084382e-03 -5.24047017e-03 -7.39190448e-03
  7.71554711e-04  3.46375466e-03  2.07919348e-03  3.10080405e-03
 -5.62050007e-03 -9.88948625e-03 -7.02083716e-03  2.30308768e-04
  4.61867917e-03  4.52630781e-03  1.87981245e-03  5.17067453e-03
 -1.05360748e-04  4.11416637e-03 -9.12324060e-03  7.70091172e-03
  6.14747405e-03  5.12415636e-03  7.20666908e-03  8.43979698e-03
  7.38695846e-04 -1.70386070e-03  5.18628338e-04 -9.31678060e-03
  8.40621442e-03 -6.37993217e-03  8.42784252e-03 -4.24435502e-03
  6.46842702e-04 -9.16416850e-03 -9.55856778e-03 -7.83681031e-03
 -7.73105631e-03  3.75581993e-04 -7.22646248e-03 -4.95021325e-03
 -5.27170673e-03 -4.28929785e-03  7.01231137e-03  4.82938997e-03
  8.68277065e-03  7.09359162e-03 -5.69440611e-03  7.24079600e-03
 -9.29490291e-03 -2.58756871e-03 -7.75716640e-03  4.19260142e-03]",0.061282407,9
闻达,显达扬名，扬名显贵。,['显达扬名扬名显贵'],"[ 0.00973555 -0.00978038 -0.00649949  0.00278379  0.00643199 -0.00536737
  0.00275249  0.00912131 -0.00681542 -0.00609991 -0.00498964 -0.00367641
  0.00184972  0.00968263  0.00643778  0.00039709  0.00247077  0.00844049
  0.00912898  0.00562875  0.00594626 -0.00762069 -0.00382767 -0.00568033
  0.00618177 -0.00225645 -0.00877944  0.00761912  0.00839968 -0.00332024
  0.00911666 -0.00073836 -0.00362652 -0.00038469  0.00019443 -0.0035049
  0.00281324  0.00572971  0.00686901 -0.00890347 -0.00219273 -0.0054818
  0.0075211   0.0065017  -0.00436072  0.00232683 -0.00595366  0.0002365
  0.00946176 -0.00260984 -0.00518772 -0.00739721 -0.00291194 -0.00086431
  0.00352786  0.00974189 -0.00338928  0.00190177  0.00968101  0.00153159
  0.0009865   0.00980237  0.00929546  0.00770807 -0.00617053  0.00998399
  0.00584899  0.00907267 -0.0019952   0.00334994  0.00683356 -0.00389376
  0.00664285  0.00256286  0.00931373 -0.0030358  -0.00310937  0.00621539
 -0.00907825 -0.00725399 -0.00650003 -0.00074907 -0.00236302  0.00681552
  0.00923659 -0.00090976  0.00141282  0.00202036 -0.0020198  -0.00803434
  0.00744105 -0.0042979   0.00457652  0.0090897   0.00304322  0.00313879
  0.00406183 -0.00270122  0.00382477  0.00033762]",0.059378084,9
感激,有所感而情绪激动。,['有所感而情绪激动'],"[-2.3748518e-04  4.2191767e-03  2.1141458e-03  9.9958219e-03
  6.2948110e-04 -5.4644262e-03 -1.1796928e-03  2.0705319e-03
 -3.3730685e-03 -7.8467671e-03 -5.5992617e-03 -6.7500677e-03
  6.3533271e-03  3.9225565e-03  8.2155354e-03  6.5196683e-03
 -6.1278404e-03  2.7159513e-03  8.4721260e-03  1.5956569e-03
  3.0682290e-03  5.8126138e-03 -8.8393716e-03  9.1247475e-03
  6.8194829e-03  8.5104434e-03 -8.2262624e-03  6.1755395e-03
  6.6290712e-03 -1.3576425e-03 -6.2938654e-03  5.3266799e-03
 -6.8595777e-03 -5.3233542e-03  3.5116898e-03  8.0809724e-03
  8.6926939e-03 -4.4053150e-03 -9.1887703e-03  9.6076941e-03
  6.2903082e-03 -3.9663352e-03 -8.4597291e-03 -4.7183349e-03
 -3.9572273e-03 -3.2734512e-03  8.1909180e-04 -2.9716254e-04
 -3.1123769e-03 -5.9959874e-03  9.4205197e-03 -4.7255373e-03
 -7.2620986e-03  7.6847305e-03  2.5176955e-03  8.6263958e-03
 -4.4651162e-03 -6.8924036e-03  9.8490238e-04 -1.1729765e-03
 -9.3970643e-03 -1.6030729e-03  3.0505990e-03  6.5657818e-03
  6.8452419e-03  3.2082784e-03 -4.4432725e-03 -1.8391669e-03
 -3.9402582e-03  5.7739150e-03 -6.3587092e-03  2.1030188e-03
 -1.3452339e-03 -5.8127786e-03 -7.2462116e-03  5.8525624e-03
 -8.3582047e-03 -6.8724988e-04  2.8274262e-03  7.7390098e-03
 -7.2979080e-03  3.3045732e-03  9.8084975e-03 -6.9770790e-03
 -3.5348581e-03  5.1335134e-03  5.2383854e-03  1.6241145e-03
  7.9711350e-03  8.3158852e-04  1.8713165e-03 -1.6052496e-03
 -8.1662778e-03  3.2578039e-03  1.9663644e-03 -8.7342048e-03
 -6.7500712e-04  7.6670643e-05 -5.9592726e-06  8.7101338e-03]",0.057586066,9
许,答应；驱驰：奔走效劳。,['答应驱驰奔走效劳'],"[-0.00250877 -0.00590266  0.00748334 -0.00725973 -0.00896612 -0.00178959
 -0.00836744  0.00039021  0.00194573 -0.00246948 -0.00644801 -0.00032118
 -0.0010985   0.00349336  0.00812701  0.00585557  0.00844099 -0.00896817
  0.00944249 -0.00236576  0.00869705  0.00238462  0.00358524 -0.00958169
 -0.00948645  0.00898392 -0.00289677  0.00281642  0.00641944 -0.00029993
  0.0097219  -0.00103371 -0.00967287 -0.00705485 -0.00104316 -0.0086749
  0.00742145  0.00361933 -0.00874695  0.00847972  0.00892964  0.00584737
  0.00690985 -0.00957091  0.00049247 -0.00922063 -0.00366602  0.00025317
 -0.00028041  0.00146528  0.00327754  0.00212693  0.00531985  0.0075205
 -0.00588569  0.00795732  0.00599151  0.00978589  0.00462386 -0.00332728
 -0.00374641 -0.00062912 -0.0016552   0.00987259  0.0011232   0.00400725
  0.00341856 -0.0088513   0.00672062  0.00819103 -0.00166584  0.00233345
 -0.00647921 -0.00612576  0.00821604 -0.00304542  0.00674003  0.00155318
 -0.00198156  0.00305533 -0.00402106 -0.00178543  0.00138073  0.00488718
 -0.00140522  0.00065653 -0.00793245  0.00949516 -0.00876255  0.00706992
  0.00390514 -0.00699807 -0.00529518 -0.00793825 -0.00513028  0.00707059
  0.00964062  0.00215461  0.00064041  0.00952447]",0.06070864,9
